timestamp,device_id,data_type,data_value,numeric_value
2025-06-16 01:16:10,ENV648,AirQuality,315.5,315.5
2025-06-16 01:31:10,ENV188,Temperature,19.6°C,19.6
2025-06-16 01:31:10,ENV188,Humidity,70.1%,70.1
2025-06-16 01:31:10,ENV188,CO2,1112ppm,1112.0
2025-06-16 01:31:10,ENV188,AirQuality,174.9,174.9
2025-06-16 01:46:10,ENV919,Temperature,22.7°C,22.7
2025-06-16 01:46:10,ENV919,Humidity,75.2%,75.2
2025-06-16 01:46:10,ENV919,CO2,1022ppm,1022.0
2025-06-16 01:46:10,ENV919,AirQuality,59.2,59.2
2025-06-16 02:01:10,ENV821,Temperature,29.1°C,29.1
2025-06-16 02:01:10,ENV821,Humidity,49.0%,49.0
2025-06-16 02:01:10,ENV821,CO2,1349ppm,1349.0
2025-06-16 02:01:10,ENV821,AirQuality,362.6,362.6
2025-06-16 02:16:10,ENV648,Temperature,21.7°C,21.7
2025-06-16 02:16:10,ENV648,Humidity,75.5%,75.5
2025-06-16 02:16:10,ENV648,CO2,433ppm,433.0
2025-06-16 02:16:10,ENV648,AirQuality,419.7,419.7
2025-06-16 02:31:10,ENV188,Temperature,33.8°C,33.8
2025-06-16 02:31:10,ENV188,Humidity,84.8%,84.8
2025-06-16 02:31:10,ENV188,CO2,664ppm,664.0
2025-06-16 02:31:10,ENV188,AirQuality,345.0,345.0
2025-06-16 02:46:10,ENV919,Temperature,30.5°C,30.5
2025-06-16 02:46:10,ENV919,Humidity,64.2%,64.2
2025-06-16 02:46:10,ENV919,CO2,477ppm,477.0
2025-06-16 02:46:10,ENV919,AirQuality,204.4,204.4
2025-06-16 03:01:10,ENV821,Temperature,27.0°C,27.0
2025-06-16 03:01:10,ENV821,Humidity,81.2%,81.2
2025-06-16 03:01:10,ENV821,CO2,1041ppm,1041.0
2025-06-16 03:01:10,ENV821,AirQuality,209.1,209.1
2025-06-16 03:16:10,ENV648,Temperature,18.6°C,18.6
2025-06-16 03:16:10,ENV648,Humidity,58.7%,58.7
2025-06-16 03:16:10,ENV648,CO2,1183ppm,1183.0
2025-06-16 03:16:10,ENV648,AirQuality,219.9,219.9
2025-06-16 03:31:10,ENV188,Temperature,28.9°C,28.9
2025-06-16 03:31:10,ENV188,Humidity,43.5%,43.5
2025-06-16 03:31:10,ENV188,CO2,1386ppm,1386.0
2025-06-16 03:31:10,ENV188,AirQuality,408.9,408.9
2025-06-16 03:46:10,ENV919,Temperature,24.9°C,24.9
2025-06-16 03:46:10,ENV919,Humidity,35.4%,35.4
2025-06-16 03:46:10,ENV919,CO2,475ppm,475.0
2025-06-16 03:46:10,ENV919,AirQuality,184.2,184.2
2025-06-16 04:01:10,ENV821,Temperature,26.5°C,26.5
2025-06-16 04:01:10,ENV821,Humidity,35.3%,35.3
2025-06-16 04:01:10,ENV821,CO2,914ppm,914.0
2025-06-16 04:01:10,ENV821,AirQuality,306.1,306.1
2025-06-16 04:16:10,ENV648,Temperature,28.8°C,28.8
2025-06-16 04:16:10,ENV648,Humidity,41.0%,41.0
2025-06-16 04:16:10,ENV648,CO2,1050ppm,1050.0
2025-06-16 04:16:10,ENV648,AirQuality,195.9,195.9
2025-06-16 04:31:10,ENV188,Temperature,31.9°C,31.9
2025-06-16 04:31:10,ENV188,Humidity,54.2%,54.2
2025-06-16 04:31:10,ENV188,CO2,557ppm,557.0
2025-06-16 04:31:10,ENV188,AirQuality,445.7,445.7
2025-06-16 04:46:10,ENV919,Temperature,19.5°C,19.5
2025-06-16 04:46:10,ENV919,Humidity,63.3%,63.3
2025-06-16 04:46:10,ENV919,CO2,1283ppm,1283.0
2025-06-16 04:46:10,ENV919,AirQuality,86.6,86.6
2025-06-16 05:01:10,ENV821,Temperature,19.5°C,19.5
2025-06-16 05:01:10,ENV821,Humidity,80.1%,80.1
2025-06-16 05:01:10,ENV821,CO2,388ppm,388.0
2025-06-16 05:01:10,ENV821,AirQuality,262.6,262.6
2025-06-16 05:16:10,ENV648,Temperature,32.7°C,32.7
2025-06-16 05:16:10,ENV648,Humidity,69.3%,69.3
2025-06-16 05:16:10,ENV648,CO2,1130ppm,1130.0
2025-06-16 05:16:10,ENV648,AirQuality,436.1,436.1
2025-06-16 05:31:10,ENV188,Temperature,24.0°C,24.0
2025-06-16 05:31:10,ENV188,Humidity,61.0%,61.0
2025-06-16 05:31:10,ENV188,CO2,1364ppm,1364.0
2025-06-16 05:31:10,ENV188,AirQuality,217.0,217.0
2025-06-16 05:46:10,ENV919,Temperature,33.1°C,33.1
2025-06-16 05:46:10,ENV919,Humidity,59.4%,59.4
2025-06-16 05:46:10,ENV919,CO2,1380ppm,1380.0
2025-06-16 05:46:10,ENV919,AirQuality,42.3,42.3
2025-06-16 06:01:10,ENV821,Temperature,31.8°C,31.8
2025-06-16 06:01:10,ENV821,Humidity,61.7%,61.7
2025-06-16 06:01:10,ENV821,CO2,1486ppm,1486.0
2025-06-16 06:01:10,ENV821,AirQuality,421.5,421.5
2025-06-16 06:16:10,ENV648,Temperature,27.0°C,27.0
2025-06-16 06:16:10,ENV648,Humidity,47.5%,47.5
2025-06-16 06:16:10,ENV648,CO2,1222ppm,1222.0
2025-06-16 06:16:10,ENV648,AirQuality,315.2,315.2
2025-06-16 06:31:10,ENV188,Temperature,29.9°C,29.9
2025-06-16 06:31:10,ENV188,Humidity,43.3%,43.3
2025-06-16 06:31:10,ENV188,CO2,1210ppm,1210.0
2025-06-16 06:31:10,ENV188,AirQuality,164.3,164.3
2025-06-16 06:46:10,ENV919,Temperature,25.7°C,25.7
2025-06-16 06:46:10,ENV919,Humidity,40.3%,40.3
2025-06-16 06:46:10,ENV919,CO2,1440ppm,1440.0
2025-06-16 06:46:10,ENV919,AirQuality,84.1,84.1
2025-06-16 07:01:10,ENV821,Temperature,28.2°C,28.2
2025-06-16 07:01:10,ENV821,Humidity,76.2%,76.2
2025-06-16 07:01:10,ENV821,CO2,1069ppm,1069.0
2025-06-16 07:01:10,ENV821,AirQuality,55.2,55.2
2025-06-16 07:16:10,ENV648,Temperature,24.3°C,24.3
2025-06-16 07:16:10,ENV648,Humidity,66.5%,66.5
2025-06-16 07:16:10,ENV648,CO2,500ppm,500.0
2025-06-16 07:16:10,ENV648,AirQuality,168.1,168.1
2025-06-16 07:31:10,ENV188,Temperature,20.1°C,20.1
2025-06-16 07:31:10,ENV188,Humidity,31.2%,31.2
2025-06-16 07:31:10,ENV188,CO2,1010ppm,1010.0
2025-06-16 07:31:10,ENV188,AirQuality,444.3,444.3
2025-06-16 07:46:10,ENV919,Temperature,18.1°C,18.1
2025-06-16 07:46:10,ENV919,Humidity,52.1%,52.1
2025-06-16 07:46:10,ENV919,CO2,1103ppm,1103.0
2025-06-16 07:46:10,ENV919,AirQuality,304.9,304.9
2025-06-16 08:01:10,ENV821,Temperature,32.8°C,32.8
2025-06-16 08:01:10,ENV821,Humidity,75.4%,75.4
2025-06-16 08:01:10,ENV821,CO2,1055ppm,1055.0
2025-06-16 08:01:10,ENV821,AirQuality,48.6,48.6
2025-06-16 08:16:10,ENV648,Temperature,18.2°C,18.2
2025-06-16 08:16:10,ENV648,Humidity,64.6%,64.6
2025-06-16 08:16:10,ENV648,CO2,632ppm,632.0
2025-06-16 08:16:10,ENV648,AirQuality,44.6,44.6
2025-06-16 08:31:10,ENV188,Temperature,32.8°C,32.8
2025-06-16 08:31:10,ENV188,Humidity,30.6%,30.6
2025-06-16 08:31:10,ENV188,CO2,1149ppm,1149.0
2025-06-16 08:31:10,ENV188,AirQuality,170.1,170.1
2025-06-16 08:46:10,ENV919,Temperature,23.0°C,23.0
2025-06-16 08:46:10,ENV919,Humidity,45.3%,45.3
2025-06-16 08:46:10,ENV919,CO2,949ppm,949.0
2025-06-16 08:46:10,ENV919,AirQuality,150.5,150.5
2025-06-16 09:01:10,ENV821,Temperature,18.1°C,18.1
2025-06-16 09:01:10,ENV821,Humidity,56.7%,56.7
2025-06-16 09:01:10,ENV821,CO2,1373ppm,1373.0
2025-06-16 09:01:10,ENV821,AirQuality,325.8,325.8
2025-06-16 09:16:10,ENV648,Temperature,31.2°C,31.2
2025-06-16 09:16:10,ENV648,Humidity,61.3%,61.3
2025-06-16 09:16:10,ENV648,CO2,978ppm,978.0
2025-06-16 09:16:10,ENV648,AirQuality,389.6,389.6
2025-06-16 09:31:10,ENV188,Temperature,24.0°C,24.0
2025-06-16 09:31:10,ENV188,Humidity,36.5%,36.5
2025-06-16 09:31:10,ENV188,CO2,695ppm,695.0
2025-06-16 09:31:10,ENV188,AirQuality,229.2,229.2
2025-06-16 09:46:10,ENV919,Temperature,33.4°C,33.4
2025-06-16 09:46:10,ENV919,Humidity,50.5%,50.5
2025-06-16 09:46:10,ENV919,CO2,499ppm,499.0
2025-06-16 09:46:10,ENV919,AirQuality,48.7,48.7
2025-06-16 10:01:10,ENV821,Temperature,27.1°C,27.1
2025-06-16 10:01:10,ENV821,Humidity,69.4%,69.4
2025-06-16 10:01:10,ENV821,CO2,891ppm,891.0
2025-06-16 10:01:10,ENV821,AirQuality,411.6,411.6
2025-06-16 10:16:10,ENV648,Temperature,28.9°C,28.9
2025-06-16 10:16:10,ENV648,Humidity,79.1%,79.1
2025-06-16 10:16:10,ENV648,CO2,450ppm,450.0
2025-06-16 10:16:10,ENV648,AirQuality,315.8,315.8
2025-06-16 10:31:10,ENV188,Temperature,29.5°C,29.5
2025-06-16 10:31:10,ENV188,Humidity,59.4%,59.4
2025-06-16 10:31:10,ENV188,CO2,1283ppm,1283.0
2025-06-16 10:31:10,ENV188,AirQuality,293.8,293.8
2025-06-16 10:46:10,ENV919,Temperature,34.4°C,34.4
2025-06-16 10:46:10,ENV919,Humidity,37.9%,37.9
2025-06-16 10:46:10,ENV919,CO2,1337ppm,1337.0
2025-06-16 10:46:10,ENV919,AirQuality,307.9,307.9
2025-06-16 11:01:10,ENV821,Temperature,20.1°C,20.1
2025-06-16 11:01:10,ENV821,Humidity,48.1%,48.1
2025-06-16 11:01:10,ENV821,CO2,476ppm,476.0
2025-06-16 11:01:10,ENV821,AirQuality,69.9,69.9
2025-06-16 11:16:10,ENV648,Temperature,30.2°C,30.2
2025-06-16 11:16:10,ENV648,Humidity,34.6%,34.6
2025-06-16 11:16:10,ENV648,CO2,519ppm,519.0
2025-06-16 11:16:10,ENV648,AirQuality,172.6,172.6
2025-06-16 11:31:10,ENV188,Temperature,31.9°C,31.9
2025-06-16 11:31:10,ENV188,Humidity,48.8%,48.8
2025-06-16 11:31:10,ENV188,CO2,1348ppm,1348.0
2025-06-16 11:31:10,ENV188,AirQuality,381.0,381.0
2025-06-16 11:46:10,ENV919,Temperature,22.6°C,22.6
2025-06-16 11:46:10,ENV919,Humidity,57.9%,57.9
2025-06-16 11:46:10,ENV919,CO2,976ppm,976.0
2025-06-16 11:46:10,ENV919,AirQuality,158.3,158.3
2025-06-16 12:01:10,ENV821,Temperature,21.5°C,21.5
2025-06-16 12:01:10,ENV821,Humidity,31.6%,31.6
2025-06-16 12:01:10,ENV821,CO2,1353ppm,1353.0
2025-06-16 12:01:10,ENV821,AirQuality,221.9,221.9
2025-06-16 12:16:10,ENV648,Temperature,32.7°C,32.7
2025-06-16 12:16:10,ENV648,Humidity,48.0%,48.0
2025-06-16 12:16:10,ENV648,CO2,1152ppm,1152.0
2025-06-16 12:16:10,ENV648,AirQuality,241.3,241.3
